WeatherPy_Database,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
115,Lircay,PE,-12.9896,-74.7205,53.98,60,99,8.1,overcast clouds
116,Altay,CN,47.8667,88.1167,25.16,38,0,4.99,clear sky
117,Santo Domingo,DO,18.5001,-69.9886,85.64,85,40,11.5,scattered clouds
118,Padang,ID,-0.9492,100.3543,76.6,91,95,1.43,light rain
119,Victoria,HK,22.2855,114.1577,83.32,88,16,8.99,few clouds
120,Ribeira Grande,PT,38.5167,-28.7,73.8,78,75,20.71,broken clouds
121,Mataura,NZ,-46.1927,168.8643,47.48,75,21,2.01,few clouds
122,Tariba,VE,7.8188,-72.2243,77.56,70,47,5.3,scattered clouds
123,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,74,75,12.66,broken clouds
124,Qaanaaq,GL,77.484,-69.3632,7.95,71,0,6.55,clear sky
125,Tocopilla,CL,-22.092,-70.1979,65.48,59,21,7.11,few clouds
126,Arraial Do Cabo,BR,-22.9661,-42.0278,71.56,73,75,14.97,broken clouds
127,Burlatskoye,RU,45.0564,43.635,69.76,51,29,4.18,scattered clouds
128,Kavieng,PG,-2.5744,150.7967,81.37,79,12,11.72,light rain
129,Shimoda,JP,34.6667,138.95,70.83,78,72,9.4,broken clouds
130,La Libertad,EC,-2.2333,-80.9,71.26,73,75,10.36,broken clouds
131,Khorol,UA,49.7837,33.2783,59.92,73,100,5.88,overcast clouds
132,Nyandoma,RU,61.669,40.1991,40.46,91,100,2.37,overcast clouds
133,Swan River,CA,52.1058,-101.2676,60.69,39,15,8.05,few clouds
134,Xinxiang,CN,35.3089,113.8672,66.96,92,78,8.61,broken clouds
135,Sur,OM,22.5667,59.5289,81.36,75,5,12.41,clear sky
136,Kafue,ZM,-15.7691,28.1814,71.35,35,0,5.82,clear sky
137,Asyut,EG,27.181,31.1837,91.58,25,0,12.35,clear sky
138,Hithadhoo,MV,-0.6,73.0833,81.21,72,99,13.4,overcast clouds
139,Lokosovo,RU,61.1333,74.8167,26.87,79,20,5.79,few clouds
140,Bathsheba,BB,13.2167,-59.5167,86.61,70,40,14.97,scattered clouds
141,Dabakala,CI,8.3667,-4.4333,73.45,92,55,1.95,moderate rain
142,Port Elizabeth,ZA,-33.918,25.5701,57.09,91,80,2.35,broken clouds
143,Oktyabrskiy,RU,54.4815,53.471,46.24,60,59,8.25,broken clouds
144,Peterborough,GB,52.5736,-0.2478,58.21,76,75,10.36,broken clouds
145,Iqaluit,CA,63.7506,-68.5145,33.53,64,75,27.63,broken clouds
146,Patan,NP,27.6667,85.3333,68.38,94,75,2.3,broken clouds
147,Pachino,IT,36.7186,15.0907,73.56,77,2,3.74,clear sky
148,Paita,PE,-5.0892,-81.1144,68.11,74,34,17.9,scattered clouds
149,Newport,GB,51.5877,-2.9984,60.69,83,96,12.37,overcast clouds
150,Cidreira,BR,-30.1811,-50.2056,62.92,79,56,10.16,broken clouds
151,Evensk,RU,61.95,159.2333,29.77,80,91,8.61,overcast clouds
152,Hobart,AU,-42.8794,147.3294,42.66,92,40,5.75,scattered clouds
153,Hede,CN,33.7681,120.2517,72.27,97,78,9.44,broken clouds
154,Kautokeino,NO,69.0125,23.0412,34.81,96,100,11.16,overcast clouds
155,Olinda,BR,-8.0089,-34.8553,80.33,65,40,10.36,scattered clouds
156,Maningrida,AU,-12.0667,134.2667,76.5,76,85,6.49,light rain
157,Isangel,VU,-19.55,169.2667,78.73,79,17,1.23,few clouds
158,Astana,KZ,51.1801,71.446,21.15,79,0,8.95,clear sky
159,Thompson,CA,55.7435,-97.8558,51.96,40,20,6.91,few clouds
160,Lebu,CL,-37.6167,-73.65,55.98,69,0,10.04,clear sky
161,Pacific Grove,US,36.6177,-121.9166,65.8,81,100,14.0,overcast clouds
162,Saskylakh,RU,71.9167,114.0833,28.96,97,100,9.13,light snow
163,Rongcheng,CN,30.634,117.8517,78.37,72,2,3.6,clear sky
164,Tuatapere,NZ,-46.1333,167.6833,43.99,83,30,3.87,scattered clouds
165,Baoning,CN,25.3378,110.026,75.06,94,75,0.0,broken clouds
166,Zhigalovo,RU,54.8097,105.1578,26.74,83,99,6.24,overcast clouds
167,Goure,NE,13.9835,10.2704,93.27,27,61,7.81,broken clouds
168,Okha,RU,53.5739,142.9478,38.66,67,74,13.6,broken clouds
169,Bukachacha,RU,52.9833,116.9167,21.11,88,6,4.65,clear sky
170,San Cristobal,VE,7.7669,-72.225,77.18,72,41,6.38,scattered clouds
171,Ilulissat,GL,69.2167,-51.1,33.82,64,91,0.0,overcast clouds
172,Ternate,ID,0.8,127.4,80.56,78,80,4.25,broken clouds
173,Laem Sing,TH,12.4816,102.0738,81.01,87,100,2.71,overcast clouds
174,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,78,40,16.11,scattered clouds
175,Gigmoto,PH,13.7796,124.39,81.34,85,98,11.21,overcast clouds
176,Gaoual,GN,11.75,-13.2,76.28,93,100,3.6,overcast clouds
177,Dunedin,NZ,-45.8742,170.5036,50.81,67,41,4.7,scattered clouds
178,Namibe,AO,-15.1961,12.1522,66.61,85,75,1.3,broken clouds
179,Bengkulu,ID,-3.8004,102.2655,75.25,90,100,3.56,light rain
180,Asfi,MA,32.2994,-9.2372,70.93,66,1,12.44,clear sky
181,Pouembout,NC,-21.1333,164.9,71.53,61,78,1.61,broken clouds
182,Mahebourg,MU,-20.4081,57.7,71.89,68,75,10.36,broken clouds
183,Tres Arroyos,AR,-38.3739,-60.2798,70.83,39,39,10.07,scattered clouds
184,Meiktila,MM,20.8667,95.8667,74.3,94,100,8.14,overcast clouds
185,Olafsvik,IS,64.8945,-23.7142,47.01,89,100,12.64,overcast clouds
186,Leningradskiy,RU,69.3833,178.4167,27.55,77,100,8.84,overcast clouds
187,Ponta Do Sol,PT,32.6667,-17.1,72.23,76,64,5.77,broken clouds
188,Berlevag,NO,70.8578,29.0864,39.2,87,100,2.3,overcast clouds
189,Guane,CU,22.2025,-84.0875,83.84,57,67,2.28,broken clouds
190,Caborca,MX,30.5838,-111.101,74.52,57,62,13.65,broken clouds
191,Sisimiut,GL,66.9395,-53.6735,34.27,91,100,14.23,overcast clouds
192,Tazovskiy,RU,67.4667,78.7,30.0,73,100,11.21,overcast clouds
193,Aktau,KZ,43.65,51.2,59.58,32,68,11.32,broken clouds
194,Port Blair,IN,11.6667,92.75,80.55,84,99,16.11,overcast clouds
195,Cabra,ES,37.4725,-4.4421,63.88,47,15,5.41,few clouds
196,Chilmari,BD,25.5559,89.6715,82.78,75,66,4.14,broken clouds
197,Kichera,RU,55.9375,110.0997,21.02,85,100,4.41,overcast clouds
198,Cabo San Lucas,MX,22.8909,-109.9124,93.61,58,20,5.75,few clouds
199,Pandan,PH,14.0453,124.1694,81.34,85,100,12.95,overcast clouds
200,Bowen,AU,-20.0167,148.2333,72.93,64,71,4.74,broken clouds
201,Honggang,CN,46.4667,124.8667,47.86,78,57,6.35,broken clouds
202,Nshamba,TZ,-1.7983,31.5511,64.06,73,8,1.12,clear sky
203,Krasnoselkup,RU,65.7,82.4667,28.74,78,100,10.65,overcast clouds
204,Bambous Virieux,MU,-20.3428,57.7575,71.85,68,75,10.36,broken clouds
205,Kuusamo,FI,65.9667,29.1833,37.44,81,100,3.44,overcast clouds
206,Fortuna,US,40.5982,-124.1573,76.91,65,100,1.99,overcast clouds
207,Tahta,EG,26.7693,31.5021,90.59,24,0,12.82,clear sky
208,Ariquemes,BR,-9.9133,-63.0408,93.51,38,77,4.21,broken clouds
209,Garowe,SO,8.4054,48.4845,78.3,56,41,18.25,scattered clouds
210,Timizart,DZ,36.8,4.2667,62.92,79,18,6.38,few clouds
211,Vagamo,NO,61.8751,9.0967,45.54,95,100,2.77,light rain
212,Saint-Philippe,RE,-21.3585,55.7679,65.79,75,56,9.82,broken clouds
213,Necochea,AR,-38.5473,-58.7368,67.19,57,24,5.35,few clouds
214,Norman Wells,CA,65.282,-126.8329,51.84,76,75,13.8,broken clouds
215,Aksu,CN,41.1231,80.2644,62.06,43,100,7.09,overcast clouds
216,Pemangkat,ID,1.1667,108.9667,78.24,84,100,4.45,light rain
217,Punta Gorda,US,26.9298,-82.0454,82.18,62,97,3.0,overcast clouds
218,San Jeronimo,PE,-11.9472,-75.2829,55.26,64,97,6.51,overcast clouds
219,Xinyang,CN,32.1228,114.0656,81.48,51,33,9.26,scattered clouds
220,Tobermory,CA,45.2501,-81.6665,59.52,75,14,21.72,few clouds
221,Sitka,US,57.0531,-135.33,51.69,82,100,5.75,overcast clouds
222,Araguaina,BR,-7.1911,-48.2072,93.47,16,63,4.45,broken clouds
223,Chicama,PE,-7.8447,-79.1469,61.34,63,19,10.45,few clouds
224,Koungou,YT,-12.7336,45.2042,74.91,78,0,5.75,clear sky
225,Vredendal,ZA,-31.6683,18.5012,58.01,73,11,2.21,few clouds
226,Caninde,BR,-4.3589,-39.3117,86.54,36,38,7.23,scattered clouds
227,Provideniya,RU,64.3833,-173.3,38.98,81,88,17.87,overcast clouds
228,High Prairie,CA,55.4334,-116.4858,71.56,40,100,11.14,overcast clouds
229,Clyde River,CA,70.4692,-68.5914,30.43,80,100,10.36,overcast clouds
230,Lagoa,PT,39.05,-27.9833,71.35,85,83,21.3,broken clouds
231,Touros,BR,-5.1989,-35.4608,77.34,74,14,15.88,few clouds
232,Ostrovnoy,RU,68.0531,39.5131,36.01,92,100,12.71,overcast clouds
233,Buin,CL,-33.7333,-70.75,80.92,38,2,6.67,clear sky
234,Beipiao,CN,41.7919,120.7792,57.45,97,100,2.91,overcast clouds
235,La Ronge,CA,55.1001,-105.2842,57.45,62,20,10.36,few clouds
236,Doka,SD,13.5167,35.7667,75.99,64,60,5.32,broken clouds
237,Oranjemund,NA,-28.55,16.4333,56.23,92,3,4.52,clear sky
238,Richards Bay,ZA,-28.783,32.0377,69.39,84,99,14.41,light rain
239,Lompoc,US,34.6391,-120.4579,79.02,71,0,8.05,clear sky
240,Karasjok,NO,69.4719,25.5112,35.04,73,92,5.01,overcast clouds
241,Altamira,BR,-3.2033,-52.2064,91.49,55,40,8.05,scattered clouds
242,Airai,TL,-8.9266,125.4092,60.64,92,84,0.56,broken clouds
243,Sakakah,SA,29.9697,40.2064,80.17,20,0,3.04,clear sky
244,Taber,CA,49.8167,-112.1518,66.4,61,4,4.61,clear sky
245,Svetlogorsk,BY,52.6333,29.7333,52.03,84,100,3.49,overcast clouds
246,Urengoy,RU,65.9667,78.3667,28.99,68,100,10.2,overcast clouds
247,Tabursuq,TN,36.4569,9.2475,64.69,71,0,1.99,clear sky
248,Pokhara,NP,28.2333,83.9833,70.77,58,90,4.79,overcast clouds
249,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.49,78,85,12.5,overcast clouds
250,Vaitape,PF,-16.5167,-151.75,78.08,68,25,10.16,scattered clouds
251,Sandata,RU,46.2708,41.7583,69.21,55,96,6.8,overcast clouds
252,Boke,GN,10.9409,-14.2967,75.34,95,58,3.83,broken clouds
253,Asau,RO,46.4333,26.4,63.52,71,100,5.19,overcast clouds
254,Billings,US,45.7833,-108.5007,56.66,94,100,8.05,fog
255,Niihama,JP,33.9593,133.3167,66.04,62,29,1.34,scattered clouds
256,Japura,ID,-0.3167,102.35,74.1,97,100,1.19,overcast clouds
257,Nantucket,US,41.2835,-70.0995,64.51,94,100,17.27,heavy intensity rain
258,Constitucion,CL,-35.3333,-72.4167,60.46,73,13,5.79,few clouds
259,Tacna,PE,-18.0056,-70.2483,62.8,55,0,9.22,clear sky
260,Kruisfontein,ZA,-34.0033,24.7314,54.88,83,99,2.64,overcast clouds
261,East London,ZA,-33.0153,27.9116,64.8,71,50,2.15,scattered clouds
262,Sovetskiy,RU,61.3614,63.5842,30.31,79,100,7.94,overcast clouds
263,Namatanai,PG,-3.6667,152.4333,80.2,79,18,6.11,light rain
264,Kazanskoye,RU,55.6448,69.235,26.55,77,54,6.73,broken clouds
265,Klishkivtsi,UA,48.4316,26.2623,60.66,79,100,1.28,overcast clouds
266,Haapiti,PF,-17.5667,-149.8667,82.13,68,18,8.01,few clouds
267,Kamenka,RU,51.3223,42.7678,59.92,90,100,10.04,overcast clouds
268,Ola,RU,59.5833,151.2833,32.07,59,74,9.91,broken clouds
269,Hammerfest,NO,70.6634,23.6821,36.05,80,24,8.05,few clouds
270,Lichinga,MZ,-13.3128,35.2406,62.69,55,1,6.91,smoke
271,Tasiilaq,GL,65.6145,-37.6368,37.56,99,100,1.03,light rain
272,Ahipara,NZ,-35.1667,173.1667,60.71,91,99,7.11,overcast clouds
273,San Quintin,MX,30.4833,-115.95,71.67,65,0,12.71,clear sky
274,Dire,ML,12.2833,-10.9667,74.1,91,62,1.68,broken clouds
275,Balaipungut,ID,1.05,101.2833,74.34,96,100,3.2,moderate rain
276,Ust-Kuyga,RU,70.0167,135.6,11.93,95,87,1.97,overcast clouds
277,Coffs Harbour,AU,-30.3,153.1333,56.14,82,100,10.36,overcast clouds
278,Kaka,TM,37.3482,59.6143,62.89,25,0,3.6,clear sky
279,Fukue,JP,32.6881,128.8419,73.36,69,0,7.0,clear sky
280,Tripoli,LY,32.8752,13.1875,77.5,68,34,16.31,scattered clouds
281,Kupang,ID,-10.1667,123.5833,78.53,83,56,3.8,broken clouds
282,Fairbanks,US,64.8378,-147.7164,50.22,83,100,5.75,overcast clouds
283,Saint George,US,37.1041,-113.5841,88.43,28,0,4.61,clear sky
284,Sattahip,TH,12.6664,100.9007,83.98,83,20,3.44,moderate rain
285,Clarence Town,AU,-32.5833,151.7833,53.85,85,55,1.72,broken clouds
286,Buraydah,SA,26.326,43.975,79.25,15,0,8.57,clear sky
287,Canico,PT,32.6333,-16.85,72.23,83,40,12.66,scattered clouds
288,Kaduna,NG,10.5222,7.4383,72.54,87,71,4.14,light rain
289,Krasnyy Kut,RU,50.95,46.9667,60.69,80,72,8.52,broken clouds
290,Westport,US,41.1415,-73.3579,61.75,93,100,8.99,overcast clouds
291,Masty,BY,53.4122,24.5387,51.03,82,100,6.22,overcast clouds
292,Tual,ID,-5.6667,132.75,82.38,74,95,4.88,overcast clouds
293,Yerbogachen,RU,61.2767,108.0108,26.1,84,93,4.47,overcast clouds
294,Mareeba,AU,-17.0,145.4333,65.12,90,41,1.77,scattered clouds
295,Hofn,IS,64.2539,-15.2082,47.32,88,100,6.4,overcast clouds
296,Mar Del Plata,AR,-38.0023,-57.5575,66.22,64,0,16.11,clear sky
297,Coxim,BR,-18.5067,-54.76,91.49,38,11,4.61,few clouds
298,Odweyne,SO,9.4092,45.064,78.48,47,83,10.85,broken clouds
299,Nouakchott,MR,18.0858,-15.9785,80.53,63,6,17.34,clear sky
300,Rocha,UY,-34.4833,-54.3333,57.96,76,39,6.46,scattered clouds
301,Mudgee,AU,-32.5943,149.5871,42.78,82,18,4.56,few clouds
302,Tessalit,ML,20.1986,1.0114,84.52,39,95,11.61,overcast clouds
303,Montrose,US,38.4166,-108.2673,54.81,49,47,14.0,scattered clouds
304,Zonguldak,TR,41.25,31.8333,63.18,61,2,5.48,clear sky
305,Aykhal,RU,66.0,111.5,20.34,96,97,7.07,overcast clouds
306,Traverse City,US,44.7631,-85.6206,69.91,58,20,5.75,few clouds
307,Muncar,ID,-8.4333,114.3333,75.13,92,100,2.44,overcast clouds
308,Hrebinka,UA,50.1171,32.4361,60.37,80,100,4.72,light rain
309,Snezhnogorsk,RU,69.1933,33.2531,33.58,98,100,10.09,overcast clouds
310,Salvador,SV,13.8333,-88.9167,77.4,73,97,3.31,overcast clouds
311,Porto Novo,BJ,6.4965,2.6036,78.62,88,28,5.12,scattered clouds
312,Tezu,IN,27.9167,96.1667,76.57,64,92,3.91,overcast clouds
313,Tomatlan,MX,19.9333,-105.25,73.65,99,100,5.39,overcast clouds
314,Banfora,BF,10.6333,-4.7667,74.75,88,96,0.76,moderate rain
315,Scottsbluff,US,41.8666,-103.6672,75.78,46,0,0.0,clear sky
316,Kapaa,US,22.0752,-159.319,84.18,72,0,5.75,clear sky
317,Vao,NC,-22.6667,167.4833,70.12,74,91,9.42,overcast clouds
318,Saint-Augustin,CA,51.226,-58.6502,49.06,38,6,14.03,clear sky
319,Huddersfield,GB,53.649,-1.7842,54.45,85,14,13.65,few clouds
320,Usoke,TZ,-5.1667,32.35,76.66,38,76,4.92,broken clouds
321,Yulara,AU,-25.2406,130.9889,59.38,85,100,5.21,overcast clouds
322,Kavaratti,IN,10.5669,72.642,81.19,75,98,16.51,overcast clouds
323,Stykkisholmur,IS,65.0757,-22.7297,45.77,89,100,7.94,overcast clouds
324,Hobyo,SO,5.3505,48.5268,76.21,87,60,22.82,broken clouds
325,Aksarka,RU,66.5606,67.7975,33.55,72,100,14.67,overcast clouds
326,Yicheng,CN,31.3705,119.8703,75.81,89,27,8.59,scattered clouds
327,Huaiyin,CN,33.5886,119.0192,76.06,86,75,10.38,broken clouds
328,Callaway,US,30.153,-85.5699,86.05,48,0,8.01,clear sky
329,Bohonye,HU,46.4134,17.3804,56.71,85,56,3.47,broken clouds
330,Houma,US,29.5958,-90.7195,82.99,33,0,10.36,clear sky
331,Pio Ix,BR,-6.8375,-40.5792,84.6,18,39,8.99,scattered clouds
332,Kulgam,IN,33.65,75.0167,54.14,50,0,2.33,clear sky
333,Neuquen,AR,-38.9516,-68.0591,76.89,23,0,4.61,clear sky
334,Huilong,CN,31.8111,121.655,73.92,91,46,15.73,scattered clouds
335,Coihaique,CL,-45.5752,-72.0662,59.61,36,0,5.75,clear sky
336,Belle Fourche,US,44.6714,-103.8522,69.49,47,98,7.2,overcast clouds
337,Huarmey,PE,-10.0681,-78.1522,66.99,75,18,11.99,few clouds
338,Alzamay,RU,55.5562,98.6644,28.51,96,99,7.94,light snow
339,Faanui,PF,-16.4833,-151.75,78.08,68,26,10.27,scattered clouds
340,Smithers,CA,54.7804,-127.1743,61.12,59,75,0.0,broken clouds
341,Ucluelet,CA,48.9329,-125.5528,68.31,76,3,1.01,clear sky
342,Espanola,US,35.9911,-106.0806,82.72,22,9,1.99,clear sky
343,Akdepe,TM,42.0551,59.3788,55.49,20,100,12.73,overcast clouds
344,Weiser,US,44.251,-116.9693,73.31,37,5,3.0,clear sky
345,Tarakan,ID,3.3,117.6333,77.76,86,100,5.59,overcast clouds
346,Liuli,TZ,-11.0833,34.6333,76.06,60,0,5.37,clear sky
347,Preobrazheniye,RU,42.9019,133.9064,56.34,94,37,14.56,scattered clouds
348,Mujiayingzi,CN,42.1167,118.7833,54.28,89,38,4.81,scattered clouds
349,Dalaba,GN,10.7,-12.25,62.2,96,28,1.88,moderate rain
350,Manono,CD,-7.3,27.4167,78.67,55,80,3.67,broken clouds
351,Hambantota,LK,6.1241,81.1185,79.25,82,72,19.44,broken clouds
352,Mahenge,TZ,-8.6833,36.7167,61.81,73,9,3.09,clear sky
353,Luderitz,NA,-26.6481,15.1594,59.14,75,0,8.41,clear sky
354,Ako,JP,34.75,134.4,68.68,60,38,4.61,scattered clouds
355,Umm Kaddadah,SD,13.6017,26.6876,87.35,42,22,21.65,few clouds
356,Antalaha,MG,-14.9003,50.2788,66.02,79,27,6.13,scattered clouds
357,Winnemucca,US,40.973,-117.7357,66.25,30,0,4.61,clear sky
358,Kununurra,AU,-15.7667,128.7333,73.38,78,100,5.75,overcast clouds
359,Sorland,NO,67.667,12.6934,51.66,72,100,12.48,overcast clouds
360,Grindavik,IS,63.8424,-22.4338,46.87,93,100,29.93,light intensity drizzle
361,Ena,JP,35.4498,137.4128,57.85,84,69,4.21,broken clouds
362,Pisco,PE,-13.7,-76.2167,68.05,64,0,16.11,clear sky
363,Mayo,US,38.8876,-76.5119,66.31,92,100,9.22,overcast clouds
364,Birao,CF,10.2849,22.7882,77.11,72,4,3.11,clear sky
365,Arlit,NE,18.7369,7.3853,94.01,25,88,2.13,overcast clouds
366,Danville,US,36.586,-79.395,60.3,93,100,1.99,overcast clouds
367,Puerto Gaitan,CO,4.3133,-72.0816,84.2,66,56,9.48,light rain
368,Matagami,CA,49.7502,-77.6328,46.51,66,40,8.05,scattered clouds
369,Brigantine,US,39.4101,-74.3646,67.03,95,100,13.8,mist
370,Severobaykalsk,RU,55.65,109.3167,27.23,67,100,7.99,overcast clouds
371,Chumikan,RU,54.7183,135.315,36.05,71,100,6.67,overcast clouds
372,Matara,LK,5.9485,80.5353,78.31,85,70,14.63,broken clouds
373,Hasaki,JP,35.7333,140.8333,61.2,71,55,10.63,broken clouds
374,Ambunti,PG,-4.2365,142.8448,73.06,98,94,0.49,overcast clouds
375,Pochutla,MX,15.7432,-96.4661,83.82,74,63,5.86,broken clouds
376,Nadvoitsy,RU,63.8667,34.3167,41.14,93,94,5.97,overcast clouds
377,San Rafael,AR,-34.6177,-68.3301,79.18,17,28,12.86,scattered clouds
378,Douglas,US,41.3,-96.167,80.58,33,0,10.36,clear sky
379,Canoinhas,BR,-26.1772,-50.39,62.13,91,53,2.84,broken clouds
380,Bud,US,39.447,-86.1758,76.95,35,0,14.81,clear sky
381,Praia Da Vitoria,PT,38.7333,-27.0667,72.75,83,20,16.8,few clouds
382,Nellikkuppam,IN,11.7667,79.6833,78.69,76,96,10.38,overcast clouds
383,Lismore,AU,-28.8135,153.2773,55.35,94,75,2.3,mist
384,Mudon,MM,16.2578,97.7164,75.22,96,100,5.03,moderate rain
385,Lafiagi,NG,8.8667,5.4167,75.88,89,100,4.07,light rain
386,Korla,CN,41.7597,86.1469,53.4,27,100,15.14,overcast clouds
387,Batsfjord,NO,70.6345,29.7185,39.13,87,100,4.61,overcast clouds
388,Ancud,CL,-41.8697,-73.8203,54.41,64,100,2.39,overcast clouds
389,Martil,MA,35.6166,-5.2752,69.76,64,0,12.66,clear sky
390,Sabang,ID,5.8933,95.3214,81.18,79,99,16.4,overcast clouds
391,Kerrville,US,30.0474,-99.1403,88.56,32,0,1.99,clear sky
392,Digapahandi,IN,19.3667,84.5833,76.23,90,20,3.83,few clouds
393,Mandalgovi,MN,45.7625,106.2708,33.87,57,100,17.0,overcast clouds
394,Kahului,US,20.8947,-156.47,86.02,54,40,20.71,scattered clouds
395,Caravelas,BR,-17.7125,-39.2481,72.16,71,87,7.14,overcast clouds
396,Port Hardy,CA,50.6996,-127.4199,51.98,100,20,3.44,few clouds
397,Fernie,CA,49.5,-115.0687,68.09,31,1,1.88,clear sky
398,Bartica,GY,6.4,-58.6167,89.92,65,77,7.34,broken clouds
399,Carndonagh,IE,55.25,-7.2667,51.17,77,26,15.5,scattered clouds
400,Sungairaya,ID,0.7,108.9,77.63,86,95,2.62,overcast clouds
401,Wahiawa,US,21.5028,-158.0236,82.72,65,7,4.05,clear sky
402,Vytegra,RU,61.0064,36.4481,41.83,91,98,2.53,overcast clouds
403,Hami,CN,42.8,93.45,43.25,20,90,9.8,overcast clouds
404,Waingapu,ID,-9.6567,120.2641,78.57,79,57,3.65,broken clouds
405,Noumea,NC,-22.2763,166.4572,73.0,99,100,1.9,overcast clouds
406,Polistena,IT,38.406,16.08,70.02,71,88,16.08,overcast clouds
407,Portland,US,45.5234,-122.6762,85.08,41,0,19.57,clear sky
408,Ellon,GB,57.3641,-2.0731,50.5,78,9,6.91,clear sky
409,Alexandria,EG,31.2156,29.9553,77.54,74,0,11.23,clear sky
410,Wellington,NZ,-41.2866,174.7756,51.58,96,100,26.46,mist
411,Saint Anthony,US,45.0205,-93.218,68.67,54,100,11.5,overcast clouds
412,Vagay,RU,57.9375,69.0217,25.93,87,59,4.72,broken clouds
413,Takaka,NZ,-40.85,172.8,51.44,91,100,9.35,overcast clouds
414,Buenos Aires,AR,-34.6132,-58.3772,75.0,48,0,4.61,clear sky
415,Kodinsk,RU,58.6881,99.1844,29.08,78,100,4.34,overcast clouds
416,Kaeo,NZ,-35.1,173.7833,62.33,97,79,7.83,broken clouds
417,Xihua,CN,33.7833,114.5167,69.19,93,63,9.53,broken clouds
418,Qunduz,AF,36.729,68.857,66.42,23,0,3.06,clear sky
419,Geraldton,AU,-28.7667,114.6,54.01,82,40,8.05,scattered clouds
420,Peniche,PT,39.3558,-9.3811,66.29,73,97,14.43,overcast clouds
421,Khorinsk,RU,52.1657,109.7726,24.89,88,26,8.66,scattered clouds
422,Beppu,JP,33.2736,131.4919,63.48,81,2,2.77,clear sky
423,Cantapoy,PH,9.4906,125.4364,78.53,84,95,3.31,overcast clouds
424,Agadez,NE,19.75,10.25,90.28,24,6,2.73,clear sky
425,Inhambane,MZ,-23.865,35.3833,70.77,82,0,8.43,clear sky
426,Pontianak,ID,-0.0333,109.3333,75.18,100,75,3.44,broken clouds
427,Nyurba,RU,63.2842,118.3319,22.73,85,81,3.62,broken clouds
428,Wasilla,US,61.5814,-149.4394,49.17,90,100,3.44,overcast clouds
429,Iroquois Falls,CA,48.7669,-80.6831,48.81,52,6,7.54,clear sky
430,Dafeng,CN,23.4517,108.5881,74.79,93,68,2.55,broken clouds
431,Bucine,IT,43.4764,11.6148,63.25,85,39,10.96,scattered clouds
432,La Asuncion,VE,11.0333,-63.8628,89.33,58,100,16.11,overcast clouds
433,Kyra,RU,49.5776,111.9753,30.07,58,99,9.42,overcast clouds
434,Margate,GB,51.3813,1.3862,60.31,78,91,3.0,overcast clouds
435,Krutinka,RU,56.0055,71.5113,29.35,79,4,5.99,clear sky
436,Rudbar,AF,30.15,62.6,74.32,22,0,10.78,clear sky
437,Shebalino,RU,51.2917,85.6772,16.32,95,19,3.85,few clouds
438,Suez,EG,29.9737,32.5263,75.24,77,0,8.81,clear sky
439,Mikhaylovka,RU,50.06,43.2379,62.78,79,100,7.94,overcast clouds
440,Longyan,CN,25.1072,117.0225,70.54,95,1,1.23,clear sky
441,Idritsa,RU,56.3316,28.8988,44.29,95,100,3.09,overcast clouds
442,Dalby,AU,-27.1833,151.2667,54.99,91,98,1.01,overcast clouds
443,Sangar,RU,63.9242,127.4739,19.6,88,76,1.99,broken clouds
444,Xiamen,CN,24.4798,118.0819,81.25,94,20,2.24,few clouds
445,Menomonie,US,44.8755,-91.9193,62.64,63,100,0.0,overcast clouds
446,Sivaki,RU,52.6333,126.75,37.15,97,100,10.85,moderate rain
447,Aripuana,BR,-9.1667,-60.6333,86.54,52,87,3.98,overcast clouds
448,Leh,IN,34.1667,77.5833,46.0,55,1,6.29,clear sky
449,Jizan,SA,17.3333,42.6667,88.74,61,0,3.78,clear sky
450,Villa Union,MX,23.2,-106.2333,89.91,74,75,3.44,broken clouds
451,Laguna,US,38.421,-121.4238,91.31,40,0,8.05,clear sky
452,Mazagao,BR,-0.115,-51.2894,93.25,61,61,7.87,broken clouds
453,Benjamin Constant,BR,-4.3831,-70.0311,87.93,66,75,6.91,broken clouds
454,Conceicao Da Barra,BR,-18.5933,-39.7322,71.49,70,7,9.19,clear sky
455,Russell,US,32.3502,-85.1999,84.0,16,0,11.59,clear sky
456,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,34.39,87,0,4.47,clear sky
457,Bueu,ES,42.3246,-8.785,63.55,81,0,5.75,clear sky
458,Prado,BR,-17.3411,-39.2208,71.83,76,67,8.01,broken clouds
459,Concarneau,FR,47.875,-3.9225,63.39,96,100,12.26,overcast clouds
460,Daru,PG,-9.0763,143.2092,79.29,86,100,12.75,overcast clouds
461,Ixtapa,MX,20.7,-105.2,76.66,96,100,5.28,overcast clouds
462,Kaili,ID,-3.4626,120.2147,67.1,90,80,2.68,broken clouds
463,Cururupu,BR,-1.8283,-44.8683,78.73,79,55,4.63,broken clouds
464,Candolim,IN,15.5181,73.7626,77.0,94,75,2.3,broken clouds
465,Kyren,RU,51.6828,102.1408,24.98,78,96,1.99,overcast clouds
466,Durazno,UY,-33.4131,-56.5006,66.27,60,70,4.23,broken clouds
467,San Lorenzo,PY,-25.3333,-57.5333,81.59,39,20,7.0,few clouds
